ID,Name,Description,ColumnSpec,Concepticon_ID,Concepticon_Gloss,Central_Concept,Core_Concept
cebusmonkey,CEBUS MONKEY,,,439,CEBUS MONKEY,,
iguana,IGUANA,,,1578,IGUANA,,
rattlesnake,RATTLESNAKE,,,871,RATTLESNAKE,,
coralsnake,CORAL SNAKE,,,2240,CORAL SNAKE,,
savanna,SAVANNA,,,260,SAVANNA,,
sap,SAP,,,345,SAP,WATER,
cushma,CUSHMA,,,450,CUSHMA,,
it,IT,,,169,IT,THAT,
fronttoothincisor,FRONT TOOTH (INCISOR),,,442,FRONT TOOTH (INCISOR),LOUSE,
tipoftongue,TIP (OF TONGUE),,,443,TIP (OF TONGUE),SPEAK,
longhair,LONG HAIR,,,444,LONG HAIR,FEATHER,
adamsapple,ADAM'S APPLE,,,802,ADAM'S APPLE,,
lowerarm,LOWER ARM,,,446,LOWER ARM,ARM,
lowerleg,LOWER LEG,,,447,LOWER LEG,LEG,
stormclouds,STORM CLOUDS,,,448,STORM CLOUDS,SMOKE (EXHAUST),
boulder,BOULDER,,,3810,BOULDER,,
beaver,BEAVER,,,1194,BEAVER,,
beetle,BEETLE,,,2242,BEETLE,,
lynx,LYNX,,,3314,LYNX,,
catfish,CATFISH,,,3777,CATFISH,,
coyote,COYOTE,,,912,COYOTE,,
cormorant,CORMORANT,,,840,CORMORANT,,
elk,ELK,,,1772,ELK,,
flyingfox,FLYING FOX,,,235,FLYING FOX,BAT,
kangaroo,KANGAROO,,,164,KANGAROO,,
opossum,OPOSSUM,,,309,OPOSSUM,,
quail,QUAIL,,,1893,QUAIL,,
shark,SHARK,,,1110,SHARK,WHALE,
whale,WHALE,,,957,WHALE,WHALE,
netbag,NETBAG,,,293,NETBAG,FISHNET,
fishingwithahook,FISHING (WITH A HOOK),,,2796,FISHING (WITH A HOOK),,
fishpoison,FISH POISON,,,348,FISH POISON,POISON,
fishingline,FISHING LINE,,,19,FISHING LINE,THREAD,
fishtrap,FISH TRAP,,,389,FISH TRAP,FISHNET,
loincloth,LOINCLOTH,,,1965,LOINCLOTH,,
necklace,NECKLACE,,,1961,NECKLACE,NECKLACE,
fishingspear,FISHING SPEAR,,,841,FISHING SPEAR,,
tattoo,TATTOO,,,68,TATTOO,,
beeswax,BEESWAX,,,1931,BEESWAX,FIRE,
reside,RESIDE,,,1099,RESIDE,,
thinofhairandleaf,THIN (OF HAIR AND LEAF),,,2307,THIN (OF HAIR AND LEAF),,
scared,SCARED,,,3033,SCARED,,
air,AIR,,,27,AIR,BLOW (OF WIND),
crush,CRUSH,,,1520,CRUSH,,
lightcolor,LIGHT (COLOR),,,250,LIGHT (COLOR),CLEAN,
part,PART,,,779,PART,HALF,
quiet,QUIET,,,1314,QUIET,QUIET,
semen,SEMEN,,,2283,SEMEN,,
taste,TASTE,,,2190,TASTE,,
stoneorrock,STONE OR ROCK,,,2125,STONE OR ROCK,STONE OR ROCK,Tadmor-2009-100
fourhundred,FOUR HUNDRED,,,3515,FOUR HUNDRED,,
twentyfour,TWENTY FOUR,,,1736,TWENTY FOUR,,
twentyfive,TWENTY FIVE,,,1738,TWENTY FIVE,,
grandparents,GRANDPARENTS,,,305,GRANDPARENTS,FATHER-IN-LAW (OF MAN),
drumming,DRUMMING,,,111,DRUMMING,,
forge,FORGE,,,288,FORGE,WEAVE,
harmattan,HARMATTAN,,,451,HARMATTAN,,
rainyseason,RAINY SEASON,,,453,RAINY SEASON,,
baobabtree,BAOBAB TREE,,,997,BAOBAB TREE,,
mahoganytree,MAHOGANY TREE,,,455,MAHOGANY TREE,,
tamarind,TAMARIND,,,35,TAMARIND,,
sheanuttree,SHEA NUT TREE,,,454,SHEA NUT TREE,,
compound,COMPOUND,,,483,COMPOUND,,
gazelle,GAZELLE,,,5,GAZELLE,,
duiker,DUIKER,,,1872,DUIKER,,
guineafowl,GUINEA FOWL,,,456,GUINEA FOWL,,
wildcat,WILD CAT,,,2241,WILD CAT,,
python,PYTHON,,,1563,PYTHON,,
chameleon,CHAMELEON,,,1555,CHAMELEON,,
ram,RAM,,,1344,RAM,LAMB,
mush,MUSH,,,400,MUSH,,
sauce,SAUCE,,,132,SAUCE,,
gruel,GRUEL,,,1167,GRUEL,,
okra,OKRA,,,1737,OKRA,,
sword,SWORD,,,1535,SWORD,KNIFE (FOR EATING),
waterpot,WATER POT,,,3766,WATER POT,,
ulcer,ULCER,,,1189,ULCER,,
fatigue,FATIGUE,,,1140,FATIGUE,,
truth,TRUTH,,,1638,TRUTH,CORRECT (RIGHT),
boubou,BOUBOU,,,461,BOUBOU,,
dirt,DIRT,,,25,DIRT,NIGHT,
heat,HEAT,,,612,HEAT,HOT,
arrange,ARRANGE,,,1568,ARRANGE,,
moisten,MOISTEN,,,28,MOISTEN,,
precipice,PRECIPICE,,,618,PRECIPICE,STONE OR ROCK,
plain,PLAIN,,,652,PLAIN,PASTURE,
mainland,MAINLAND,,,166,MAINLAND,COUNTRY,
shore,SHORE,,,113,SHORE,EDGE,
calmofsea,CALM (OF SEA),,,3820,CALM (OF SEA),,
roughofsea,ROUGH (OF SEA),,,259,ROUGH (OF SEA),TIDE,
ocean,OCEAN,,,645,OCEAN,LAKE,
bay,BAY,,,663,BAY,LAKE,
lagoon,LAGOON,,,623,LAGOON,LAKE,
reef,REEF,,,660,REEF,STONE OR ROCK,
cape,CAPE,,,1662,CAPE,NOSE,
wave,WAVE,,,978,WAVE,TIDE,
tide,TIDE,,,891,TIDE,TIDE,
lowtide,LOW TIDE,,,1026,LOW TIDE,TIDE,
whirlpool,WHIRLPOOL,,,1982,WHIRLPOOL,,
earthquake,EARTHQUAKE,,,6,EARTHQUAKE,,
boltoflightning,BOLT (OF LIGHTNING),,,2007,BOLT (OF LIGHTNING),THUNDER,
maleofperson,MALE (OF PERSON),,,2261,MALE (OF PERSON),MAN,
femaleofperson,FEMALE (OF PERSON),,,2260,FEMALE (OF PERSON),WOMAN,
youngwoman,YOUNG WOMAN,,,77,YOUNG WOMAN,CHILD (DESCENDANT),
marriageorwedding,MARRIAGE OR WEDDING,,,3182,MARRIAGE OR WEDDING,SLEEP,
divorce,DIVORCE,,,1134,DIVORCE,KILL,
marriedman,MARRIED MAN,,,424,MARRIED MAN,MAN,
marriedwoman,MARRIED WOMAN,,,426,MARRIED WOMAN,WOMAN,
paternalunclefathersbrother,PATERNAL UNCLE (FATHER'S BROTHER),,,1985,PATERNAL UNCLE (FATHER'S BROTHER),FATHER-IN-LAW (OF MAN),
aunt,AUNT,,,1272,AUNT,FATHER-IN-LAW (OF MAN),
cousin,COUSIN,,,1643,COUSIN,SISTER,
soninlawofman,SON-IN-LAW (OF MAN),,,2267,SON-IN-LAW (OF MAN),FATHER-IN-LAW (OF MAN),
soninlawofwoman,SON-IN-LAW (OF WOMAN),,,2266,SON-IN-LAW (OF WOMAN),FATHER-IN-LAW (OF MAN),
daughterinlawofman,DAUGHTER-IN-LAW (OF MAN),,,2265,DAUGHTER-IN-LAW (OF MAN),FATHER-IN-LAW (OF MAN),
daughterinlawofwoman,DAUGHTER-IN-LAW (OF WOMAN),,,2264,DAUGHTER-IN-LAW (OF WOMAN),FATHER-IN-LAW (OF MAN),
stepfather,STEPFATHER,,,237,STEPFATHER,FATHER-IN-LAW (OF MAN),
widower,WIDOWER,,,1981,WIDOWER,WIDOW,
relatives,RELATIVES,,,1644,RELATIVES,SISTER,
maleofanimal,MALE (OF ANIMAL),,,2263,MALE (OF ANIMAL),MAN,
femaleofanimal,FEMALE (OF ANIMAL),,,2262,FEMALE (OF ANIMAL),WOMAN,
livestock,LIVESTOCK,,,631,LIVESTOCK,CATTLE,
seagull,SEAGULL,,,950,SEAGULL,,
fin,FIN,,,213,FIN,FEATHER,
sandfly,SANDFLY,,,95,SANDFLY,MOSQUITO,
dandruff,DANDRUFF,,,576,DANDRUFF,BARK,
beak,BEAK,,,73,BEAK,NOSE,
collarbone,COLLARBONE,,,1994,COLLARBONE,BACK,
womb,WOMB,,,804,WOMB,INTESTINES,
breathorbreathe,BREATH OR BREATHE,,,3183,BREATH OR BREATHE,BLOW (OF WIND),
dribble,DRIBBLE,,,268,DRIBBLE,FALL,
beget,BEGET,,,1152,BEGET,BECOME,
bealiveorlife,BE ALIVE OR LIFE,,,3184,BE ALIVE OR LIFE,"DWELL (LIVE, RESIDE)",
drowned,DROWNED,,,3187,DROWNED,SINK (DESCEND),
mightyorpowerfulorstrong,MIGHTY OR POWERFUL OR STRONG,,,3188,MIGHTY OR POWERFUL OR STRONG,STRONG,
bruise,BRUISE,,,1148,BRUISE,WOUND,
swelling,SWELLING,,,1903,SWELLING,WOUND,
blister,BLISTER,,,1584,BLISTER,WOUND,
scar,SCAR,,,497,SCAR,WOUND,
famine,FAMINE,,,199,FAMINE,HUNGER,
choke,CHOKE,,,129,CHOKE,SINK (DESCEND),
roastorfry,ROAST OR FRY,,,2146,ROAST OR FRY,COOK (SOMETHING),
kettle,KETTLE,,,854,KETTLE,BOWL,
saucer,SAUCER,,,271,SAUCER,BOWL,
knifeforeating,KNIFE (FOR EATING),,,3210,KNIFE (FOR EATING),KNIFE (FOR EATING),
fork,FORK,,,1302,FORK,RAKE,
bunch,BUNCH,,,1966,BUNCH,TIE,
tailor,TAILOR,,,881,TAILOR,,
grassskirt,GRASS-SKIRT,,,328,GRASS-SKIRT,CLOTHES,
stocking,STOCKING,,,329,STOCKING,SHOE,
ornament,ORNAMENT,,,917,ORNAMENT,STONE OR ROCK,
headbandorheaddress,HEADBAND OR HEADDRESS,,,3457,HEADBAND OR HEADDRESS,,
gardenhouse,GARDEN-HOUSE,,,403,GARDEN-HOUSE,HOUSE,
tent,TENT,,,1316,TENT,HOUSE,
menshouse,MEN'S HOUSE,,,408,MEN'S HOUSE,HOUSE,
cookhouse,COOKHOUSE,,,334,COOKHOUSE,FIREPLACE,
meetinghouse,MEETING HOUSE,,,335,MEETING HOUSE,TEMPLE,
torchorlamp,TORCH OR LAMP,,,2131,TORCH OR LAMP,FIRE,
ridgepole,RIDGEPOLE,,,280,RIDGEPOLE,POST,
mason,MASON,,,877,MASON,CARPENTER,
spade,SPADE,,,1176,SPADE,SHOVEL,
shovel,SHOVEL,,,1901,SHOVEL,SHOVEL,
pitchfork,PITCHFORK,,,337,PITCHFORK,RAKE,
harvest,HARVEST,,,611,HARVEST,GRAIN,
branchortwig,BRANCH OR TWIG,,,3223,BRANCH OR TWIG,RAKE,
grapevine,GRAPEVINE,,,3769,GRAPEVINE,,
forkedbranch,FORKED BRANCH,,,409,FORKED BRANCH,RAKE,
banyan,BANYAN,,,346,BANYAN,BANYAN,
bend,BEND,,,2004,BEND,TWIST (AROUND),
knot,KNOT,,,760,KNOT,TIE,
stabtodeath,STAB TO DEATH,,,3189,STAB TO DEATH,BORE,
adze,ADZE,,,290,ADZE,AXE,
hollowout,HOLLOW OUT,,,46,HOLLOW OUT,BORE,
mold,MOLD,,,289,MOLD,WORK (LABOUR),
clay,CLAY,,,1399,CLAY,COUNTRY,
rug,RUG,,,292,RUG,MAT,
fanaction,FAN (ACTION),,,360,FAN (ACTION),BLOW (OF WIND),
statue,STATUE,,,1002,STATUE,IDOL,
dropsomething,DROP (SOMETHING),,,2866,DROP (SOMETHING),FALL,
twistaround,TWIST (AROUND),,,3199,TWIST (AROUND),TWIST (AROUND),
risemoveupwards,RISE (MOVE UPWARDS),,,568,RISE (MOVE UPWARDS),GO UP (ASCEND),
sail,SAIL,,,787,SAIL,SWIM,
crawlorcreep,CRAWL OR CREEP,,,3456,CRAWL OR CREEP,,
carryunderarm,CARRY UNDER ARM,,,415,CARRY UNDER ARM,TAKE,
cart,CART,,,122,CART,CAR,
ship,SHIP,,,740,SHIP,CANOE,
outrigger,OUTRIGGER,,,416,OUTRIGGER,CANOE,
mast,MAST,,,184,MAST,POST,
sailcloth,SAILCLOTH,,,786,SAILCLOTH,SWIM,
anchor,ANCHOR,,,1870,ANCHOR,FISHNET,
port,PORT,,,610,PORT,BRIDGE,
keep,KEEP,,,1477,KEEP,PRESERVE,
preserve,PRESERVE,,,1997,PRESERVE,PRESERVE,
damageorinjure,DAMAGE OR INJURE,,,3195,DAMAGE OR INJURE,DESTROY,
debt,DEBT,,,1914,DEBT,DEBT,
hireorrent,HIRE OR RENT,,,3213,HIRE OR RENT,GIVE,
wages,WAGES,,,1122,WAGES,EXPENSIVE,
tradeorbarter,TRADE OR BARTER,,,2135,TRADE OR BARTER,TRADE OR BARTER,
merchant,MERCHANT,,,1082,MERCHANT,,
downorbelow,DOWN OR BELOW,,,2094,DOWN OR BELOW,LOW,
remains,REMAINS,,,838,REMAINS,"DWELL (LIVE, RESIDE)",
join,JOIN,,,1743,JOIN,TIE,
edge,EDGE,,,863,EDGE,EDGE,
measure,MEASURE,,,1506,MEASURE,READ,
fathom,FATHOM,,,81,FATHOM,ARM,
square,SQUARE,,,850,SQUARE,,
circle,CIRCLE,,,1467,CIRCLE,CIRCLE,
line,LINE,,,1048,LINE,THREAD,
similar,SIMILAR,,,1558,SIMILAR,SEEM,
nothingorzero,NOTHING OR ZERO,,,3198,NOTHING OR ZERO,NOT,
crowd,CROWD,,,2023,CROWD,MANY,
twice,TWICE,,,1546,TWICE,TWO,
threetimes,THREE TIMES,,,417,THREE TIMES,,
lastendure,LAST (ENDURE),,,1186,LAST (ENDURE),"DWELL (LIVE, RESIDE)",
endoftime,END (OF TIME),,,743,END (OF TIME),EDGE,
ready,READY,,,790,READY,CORRECT (RIGHT),
always,ALWAYS,,,1676,ALWAYS,MANY,
sometimes,SOMETIMES,,,1544,SOMETIMES,MANY,
soon,SOON,,,703,SOON,IMMEDIATELY,
never,NEVER,,,1656,NEVER,MANY,
hour,HOUR,,,1353,HOUR,DAY (NOT NIGHT),
clock,CLOCK,,,1323,CLOCK,DAY (NOT NIGHT),
tuesday,TUESDAY,,,1695,TUESDAY,,
winter,WINTER,,,1471,WINTER,COLD,
springtime,SPRINGTIME,,,1537,SPRINGTIME,SUMMER,
brackish,BRACKISH,,,70,BRACKISH,SALTY,
silence,SILENCE,,,3458,SILENCE,,
feel,FEEL,,,1079,FEEL,KNOW (SOMETHING),
wrinkled,WRINKLED,,,380,WRINKLED,,
surprised,SURPRISED,,,1572,SURPRISED,GRIEF,
anxiety,ANXIETY,,,1000,ANXIETY,GRIEF,
pity,PITY,,,1141,PITY,GRIEF,
anger,ANGER,,,82,ANGER,ENVY,
danger,DANGER,,,1810,DANGER,GRIEF,
hope,HOPE,,,1092,HOPE,WANT,
deceit,DECEIT,,,13,DECEIT,DECEIT,
mistake,MISTAKE,,,1293,MISTAKE,FAULT,
blame,BLAME,,,381,BLAME,FAULT,
praise,PRAISE,,,1687,PRAISE,BOAST,
greedy,GREEDY,,,2018,GREEDY,ENVY,
mind,MIND,,,1562,MIND,THINK (REFLECT),
thinkbelieve,THINK (BELIEVE),,,1513,THINK (BELIEVE),THINK (REFLECT),
imitate,IMITATE,,,117,IMITATE,READ,
seem,SEEM,,,1521,SEEM,SEEM,
idea,IDEA,,,1609,IDEA,THINK (REFLECT),
wise,WISE,,,698,WISE,CLEVER,
pupilstudent,PUPIL (STUDENT),,,753,PUPIL (STUDENT),PUPIL (STUDENT),
obscure,OBSCURE,,,1764,OBSCURE,NIGHT,
secret,SECRET,,,1121,SECRET,NIGHT,
certain,CERTAIN,,,509,CERTAIN,CORRECT (RIGHT),
explain,EXPLAIN,,,1626,EXPLAIN,SPEAK,
intention,INTENTION,,,1162,INTENTION,THINK (REFLECT),
cause,CAUSE,,,860,CAUSE,GIVE,
doubt,DOUBT,,,1308,DOUBT,THINK (REFLECT),
neednoun,NEED (NOUN),,,643,NEED (NOUN),WANT,
manner,MANNER,,,488,MANNER,PATH,
howmanypieces,HOW MANY PIECES,,,3450,HOW MANY PIECES,,
mumble,MUMBLE,,,128,MUMBLE,MUMBLE,
shriek,SHRIEK,,,298,SHRIEK,SHOUT,
besilent,BE SILENT,,,48,BE SILENT,QUIET,
announce,ANNOUNCE,,,9,ANNOUNCE,SPEAK,
poet,POET,,,1045,POET,,
nativecountry,NATIVE COUNTRY,,,89,NATIVE COUNTRY,COUNTRY,
rule,RULE,,,1846,RULE,SEND,
citizen,CITIZEN,,,1032,CITIZEN,MAN,
master,MASTER,,,383,MASTER,CHIEFTAIN,
servant,SERVANT,,,255,SERVANT,PRISONER,
freeman,FREEMAN,,,384,FREEMAN,MAN,
alloworpermit,ALLOW OR PERMIT,,,3237,ALLOW OR PERMIT,GIVE,
enemy,ENEMY,,,1358,ENEMY,,
neighbour,NEIGHBOUR,,,1332,NEIGHBOUR,MAN,
hinderorprevent,HINDER OR PREVENT,,,3201,HINDER OR PREVENT,FORBID,
custom,CUSTOM,,,1747,CUSTOM,PATH,
plot,PLOT,,,2024,PLOT,,
battle,BATTLE,,,579,BATTLE,BATTLE,
peace,PEACE,,,1338,PEACE,QUIET,
army,ARMY,,,1561,ARMY,BATTLE,
weapons,WEAPONS,,,951,WEAPONS,WEAPONS,
battleaxe,BATTLE-AXE,,,386,BATTLE-AXE,AXE,
cannonorgun,CANNON OR GUN,,,3203,CANNON OR GUN,WEAPONS,
fortress,FORTRESS,,,1938,FORTRESS,FENCE,
attack,ATTACK,,,722,ATTACK,KILL,
defend,DEFEND,,,1330,DEFEND,PRESERVE,
guard,GUARD,,,1940,GUARD,PRESERVE,
ambush,AMBUSH,,,65,AMBUSH,,
fisherman,FISHERMAN,,,1858,FISHERMAN,,
bait,BAIT,,,2013,BAIT,MEAL,
law,LAW,,,1062,LAW,PATH,
court,COURT,,,1068,COURT,PATH,
judgment,JUDGMENT,,,1067,JUDGMENT,FAULT,
judge,JUDGE,,,861,JUDGE,CHIEFTAIN,
plaintiff,PLAINTIFF,,,2020,PLAINTIFF,,
witness,WITNESS,,,1144,WITNESS,,
innocent,INNOCENT,,,90,INNOCENT,CLEAN,
punishment,PUNISHMENT,,,390,PUNISHMENT,PUNISHMENT,
finepenalty,FINE (PENALTY),,,218,FINE (PENALTY),PUNISHMENT,
prison,PRISON,,,1281,PRISON,PRISONER,
murder,MURDER,,,845,MURDER,KILL,
religion,RELIGION,,,661,RELIGION,,
worship,WORSHIP,,,257,WORSHIP,PRAY,
pray,PRAY,,,24,PRAY,PRAY,
priest,PRIEST,,,852,PRIEST,,
preach,PREACH,,,304,PREACH,SPEAK,
bless,BLESS,,,391,BLESS,,
curse,CURSE,,,8,CURSE,SCOLD,
abstainfromfood,ABSTAIN FROM FOOD,,,303,ABSTAIN FROM FOOD,,
heaven,HEAVEN,,,1565,HEAVEN,DAY (NOT NIGHT),
hell,HELL,,,878,HELL,FIRE,
magic,MAGIC,,,392,MAGIC,PHYSICIAN,
magician,MAGICIAN,,,2137,MAGICIAN,PHYSICIAN,
elforfairy,ELF OR FAIRY,,,3206,ELF OR FAIRY,GHOST,
bill,BILL,,,1081,BILL,DEBT,
sculptor,SCULPTOR,,,914,SCULPTOR,CARPENTER,
tinortinplate,TIN OR TINPLATE,,,3217,TIN OR TINPLATE,TIN OR TINPLATE,
bronzeorcopper,BRONZE OR COPPER,,,3192,BRONZE OR COPPER,,
cast,CAST,,,211,CAST,POUR,
nettle,NETTLE,,,33,NETTLE,,
beech,BEECH,,,1950,BEECH,OAK,
oat,OAT,,,60,OAT,GRAIN,
rye,RYE,,,23,RYE,GRAIN,
furrow,FURROW,,,1794,FURROW,HOLE,
arch,ARCH,,,876,ARCH,BOW,
trough,TROUGH,,,205,TROUGH,CANOE,
latch,LATCH,,,1012,LATCH,LOCK,
ointment,OINTMENT,,,1926,OINTMENT,FAT (ORGANIC SUBSTANCE),
pin,PIN,,,64,PIN,NEEDLE (FOR SEWING),
veil,VEIL,,,1151,VEIL,CLOTHES,
shoemaker,SHOEMAKER,,,875,SHOEMAKER,,
spindle,SPINDLE,,,277,SPINDLE,SPINDLE,
felt,FELT,,,325,FELT,FEATHER,
nut,NUT,,,191,NUT,GRAIN,
fig,FIG,,,322,FIG,BANYAN,
dough,DOUGH,,,273,DOUGH,MEAL,
sieveorstrain,SIEVE OR STRAIN,,,3448,SIEVE OR STRAIN,,
dolphin,DOLPHIN,,,1479,DOLPHIN,WHALE,
foal,FOAL,,,1647,FOAL,HORSE,
stepdaughter,STEPDAUGHTER,,,1058,STEPDAUGHTER,CHILD (DESCENDANT),
number,NUMBER,,,1356,NUMBER,READ,
longago,LONG AGO,,,373,LONG AGO,,
peanut,PEANUT,,,2364,PEANUT,,
but,BUT,,,3843,BUT,,
awake,AWAKE,,,825,AWAKE,,
brass,BRASS,,,3743,BRASS,,
bullet,BULLET,,,1114,BULLET,,
cowrieshell,COWRIE SHELL,,,3663,COWRIE SHELL,,
diarrhea,DIARRHEA,,,1177,DIARRHEA,,
dumb,DUMB,,,1492,DUMB,,
everyeach,EVERY (EACH),,,3416,EVERY (EACH),,
fatfornourishment,FAT (FOR NOURISHMENT),,,2095,FAT (FOR NOURISHMENT),,
fern,FERN,,,3802,FERN,,
fewpieces,FEW PIECES,,,3451,FEW PIECES,,
fool,FOOL,,,1438,FOOL,,
free,FREE,,,2316,FREE,,
grandchild,GRANDCHILD,,,1617,GRANDCHILD,CHILD (DESCENDANT),
helmet,HELMET,,,1680,HELMET,HELMET,
hopesomething,HOPE (SOMETHING),,,3212,HOPE (SOMETHING),WANT,
ivory,IVORY,,,3800,IVORY,,
juice,JUICE,,,1499,JUICE,,
kindthing,KIND (THING),,,844,KIND (THING),,
lemon,LEMON,,,3091,LEMON,,
lord,LORD,,,3153,LORD,,
lose,LOSE,,,1660,LOSE,LOSE,
manypieces,MANY PIECES,,,3453,MANY PIECES,,
much,MUCH,,,3452,MUCH,,
news,NEWS,,,2964,NEWS,STORY,
noise,NOISE,,,1182,NOISE,SPEAK,
order,ORDER,,,1128,ORDER,SEND,
owner,OWNER,,,1036,OWNER,,
pearl,PEARL,,,3325,PEARL,,
playgame,PLAY (GAME),,,3125,PLAY (GAME),,
power,POWER,,,2526,POWER,,
commend,COMMEND,,,3455,COMMEND,,
gouporriseoneself,GO UP OR RISE (ONESELF),,,3207,GO UP OR RISE (ONESELF),,
rust,RUST,,,3064,RUST,,
shuttle,SHUTTLE,,,543,SHUTTLE,,
sidebody,SIDE (BODY),,,3344,SIDE (BODY),,
straw,STRAW,,,2299,STRAW,,
suffer,SUFFER,,,1101,SUFFER,,
tax,TAX,,,873,TAX,,
thanksomebody,THANK (SOMEBODY),,,2412,THANK (SOMEBODY),,
torch,TORCH,,,1919,TORCH,,
tower,TOWER,,,1671,TOWER,FENCE,
tribe,TRIBE,,,1549,TRIBE,,
wetwo,WE TWO,,,2634,WE TWO,WE TWO,
without,WITHOUT,,,1478,WITHOUT,NOT,
yeast,YEAST,,,967,YEAST,,
youtwo,YOU TWO,,,2111,YOU TWO,WE TWO,
strikesomeone,STRIKE (SOMEONE),,,3308,STRIKE (SOMEONE),CHIME (ACTION),
skinhuman,SKIN (HUMAN),,,2613,SKIN (HUMAN),BARK,Swadesh-1952-200
boyorson,BOY OR SON,,,2391,BOY OR SON,,
daughterorgirl,DAUGHTER OR GIRL,,,2392,DAUGHTER OR GIRL,,
fallofsnowandrain,FALL (OF SNOW AND RAIN),,,2234,FALL (OF SNOW AND RAIN),,
congealblood,CONGEAL (BLOOD),,,2395,CONGEAL (BLOOD),,
herdsomething,HERD (SOMETHING),,,2885,HERD (SOMETHING),PRESERVE,
journey,JOURNEY,,,2393,JOURNEY,,
usobliquecaseofwe,US (OBLIQUE CASE OF WE),,,2310,US (OBLIQUE CASE OF WE),,
hairorfur,HAIR OR FUR,,,2678,HAIR OR FUR,,
birthmark,BIRTHMARK,,,1751,BIRTHMARK,,
mole,MOLE,,,1907,MOLE,,
freckle,FRECKLE,,,530,FRECKLE,,
burninjury,BURN (INJURY),,,3622,BURN (INJURY),,
barefoot,BAREFOOT,,,3737,BAREFOOT,,
linen,LINEN,,,916,LINEN,THREAD,
decorate,DECORATE,,,1739,DECORATE,,
petroleum,PETROLEUM,,,650,PETROLEUM,FAT (ORGANIC SUBSTANCE),
clove,CLOVE,,,2000,CLOVE,,
machine,MACHINE,,,144,MACHINE,CAR,
spillsomething,SPILL (SOMETHING),,,3130,SPILL (SOMETHING),,
handle,HANDLE,,,1254,HANDLE,,
adult,ADULT,,,3635,ADULT,,
parents,PARENTS,,,505,PARENTS,SISTER,
maternaluncle,MATERNAL UNCLE,,,3220,MATERNAL UNCLE,,
spouse,SPOUSE,,,2514,SPOUSE,,
knit,KNIT,,,2905,KNIT,TIE,
creep,CREEP,,,3215,CREEP,,
sign,SIGN,,,1720,SIGN,,
benefit,BENEFIT,,,2929,BENEFIT,,
scatter,SCATTER,,,3705,SCATTER,,
waveverb,WAVE (VERB),,,3544,WAVE (VERB),,
oppress,OPPRESS,,,401,OPPRESS,,
lengthen,LENGTHEN,,,3700,LENGTHEN,,
leash,LEASH,,,2959,LEASH,STRAP,
storeup,STORE UP,,,3655,STORE UP,,
start,START,,,3449,START,,
continue,CONTINUE,,,3699,CONTINUE,,
abandon,ABANDON,,,1097,ABANDON,,
humid,HUMID,,,143,HUMID,,
hesitate,HESITATE,,,3629,HESITATE,,
worry,WORRY,,,150,WORRY,,
menstruation,MENSTRUATION,,,766,MENSTRUATION,,
marsh,MARSH,,,3688,MARSH,,
bubble,BUBBLE,,,3689,BUBBLE,,
plantstem,PLANT STEM,,,2628,PLANT STEM,,
femaleyak,FEMALE YAK,,,2479,FEMALE YAK,,
cuckoo,CUCKOO,,,2934,CUCKOO,,
mane,MANE,,,1918,MANE,,
odorsmell,ODOR (SMELL),,,3704,ODOR (SMELL),,
kind,KIND,,,3299,KIND,,
dangerous,DANGEROUS,,,3466,DANGEROUS,,
next,NEXT,,,1354,NEXT,OTHER,
calendar,CALENDAR,,,1967,CALENDAR,,
period,PERIOD,,,508,PERIOD,,
twentythree,TWENTY THREE,,,3165,TWENTY THREE,,
perhaps,PERHAPS,,,2278,PERHAPS,,
hello,HELLO,,,3553,HELLO,,
goodbye,GOODBYE,,,3554,GOODBYE,,
comehere,COME HERE,,,3555,COME HERE,,
sleepstate,SLEEP (STATE),,,2972,SLEEP (STATE),SLEEP,
coldchill,COLD (CHILL),,,2932,COLD (CHILL),COLD,
hoarfrost,HOARFROST,,,2942,HOARFROST,COLD,
currentstream,CURRENT (STREAM),,,2935,CURRENT (STREAM),,
dropofaliquid,DROP (OF A LIQUID),,,3748,DROP (OF A LIQUID),,
moorland,MOORLAND,,,2962,MOORLAND,COUNTRY,
grassland,GRASSLAND,,,2819,GRASSLAND,PASTURE,
elevation,ELEVATION,,,2936,ELEVATION,HILL,
slope,SLOPE,,,3076,SLOPE,,
brook,BROOK,,,3821,BROOK,,
shoreoflake,SHORE OF LAKE,,,3464,SHORE OF LAKE,,
coast,COAST,,,1525,COAST,EDGE,
twig,TWIG,,,3222,TWIG,BRANCH,
birch,BIRCH,,,1855,BIRCH,,
paw,PAW,,,2965,PAW,FINGERNAIL,
flockofanimals,FLOCK (OF ANIMALS),,,2939,FLOCK (OF ANIMALS),SWARM (OF BIRDS),
hare,HARE,,,1190,HARE,RABBIT,
swarmofbirds,SWARM (OF BIRDS),,,2974,SWARM (OF BIRDS),SWARM (OF BIRDS),
perchfish,PERCH (FISH),,,2966,PERCH (FISH),,
pikefish,PIKE (FISH),,,2967,PIKE (FISH),,
berry,BERRY,,,904,BERRY,GRAIN,Swadesh-1952-200
noose,NOOSE,,,2604,NOOSE,TIE,
joy,JOY,,,2524,JOY,HAPPINESS,
laughter,LAUGHTER,,,2958,LAUGHTER,LAUGH,
longingwish,LONGING (WISH),,,2960,LONGING (WISH),,
thought,THOUGHT,,,2975,THOUGHT,THINK (REFLECT),
memory,MEMORY,,,1018,MEMORY,THINK (REFLECT),
