Name	ID	Glottocode	Family	Latitude	Longitude	Hits
Khotanese	iecor-174	khot1251	Indo-European	37.06	80.01	1
Khumi	sohartmannchin-Khumi	khum1248	Sino-Tibetan	22.87125	92.9894633333	1
Kiha	tls-Kiha	haaa1252	Atlantic-Congo	-3.77873	30.4894	1
Kilegi	tls-Kilegi	kara1481	Atlantic-Congo	-1.83511	33.0488	1
Kimbunga	tls-Kimbunga	mbun1248	Atlantic-Congo	-8.19661	36.5362	1
Kiranti_Hayu	sagartst-Hayu	wayu1241	Sino-Tibetan	27.302102	86.099009	1
Kirghiz	robbeetstriangulation-Kirghiz	kirg1245	Turkic	42.0	74.0	1
Kisā́ma	polyglottaafricana-X-C-6	sama1300	Atlantic-Congo	-9.86931	13.8713	1
Kisi	tls-Kisi	kisi1243	Atlantic-Congo	-9.93	34.4825	1
Kistane	felekesemitic-Kistane	kist1241	Afro-Asiatic	8.33561	38.4763	1
Kísi	polyglottaafricana-I-D-5	sout2778	Atlantic-Congo	8.32448	-10.3377	1
Kīámba	polyglottaafricana-IV-B-3	temm1241	Atlantic-Congo	8.967	1.136	1
Klamath	johanssonsoundsymbolic-Klamath	klam1254		42.5861	-121.704	1
Kme-2 (Kemie variety)	idssegmented-kme2kemievariety	manm1238	Austroasiatic	22.0743	100.842	1
Kobon	transnewguineaorg-kobon	kobo1249	Nuclear Trans New Guinea	-5.16446	144.46	1
Kodava	dravlex-Kodava	koda1255	Dravidian	12.2443	75.9161	1
Komba	transnewguineaorg-komba	komb1273	Nuclear Trans New Guinea	-6.16163	147.28	1
Komi	idssegmented-komi	komi1268	Uralic	64.0527	54.946	1
Koreguaje	hubercolumbian-Koreguaje	kore1283	Tucanoan	0.92316	-75.3475	1
Korowai	transnewguineaorg-korowai	koro1312	Nuclear Trans New Guinea	-5.26952	140.047	1
Kowaki	transnewguineaorg-kowaki	kowa1245	Nuclear Trans New Guinea	-4.63032	145.412	1
Kóro	polyglottaafricana-XII-E-3	begb1241	Atlantic-Congo	9.40519	7.59566	1
Krenak	johanssonsoundsymbolic-Krenak	kren1239	Nuclear-Macro-Je	-18.9988	-41.2299	1
Kua-nsi (Hedong)	castroyi-HedongKuaNsi	sich1238	Sino-Tibetan	25.2871677	99.2546745	1
Kungkari	bowernpny-Kungkari	kuun1236	Pama-Nyungan	-24.75108713	143.5365228	1
Kuni	abvdoceanic-Kuni_393	kuni1263	Austronesian	-8.66368	146.874	1
Kunza	idssegmented-kunza	kunz1244		-23.0	-69.0	1
Kur-Urmì	oskolskayatungusic-Kur_Urmi	kuro1242	Tungusic	48.806	134.121	1
Kurrama	bowernpny-Kurrama	kurr1243	Pama-Nyungan	-22.2134	117.51	1
Kurtjar	bowernpny-Kurtjar	gurd1238	Pama-Nyungan	-17.1653	141.145	1
Kwai	tryonsolomon-kwai	gula1270	Austronesian	-8.74742	161.023	1
Kwamera	abvdoceanic-Kwamera_477	kwam1252	Austronesian	-19.5954	169.442	1
Kwara'ae	tryonsolomon-kwaraae	kwar1239	Austronesian	-8.75779	160.804	1
Kwaza	johanssonsoundsymbolic-Kwaza	kwaz1243		-11.6667	-61.1833	1
Kyaka	transnewguineaorg-kyaka	kyak1244	Nuclear Trans New Guinea	-5.52462	144.119	1
Kyãk	othanieljen-Kyak	kyak1243	Atlantic-Congo	9.52	11.28	1
Kâta-vari: Eastern	iecor-314	east2308	Indo-European	35.674	71.344	1
Kâta-vari: Ktivi	iecor-315	west2372	Indo-European	35.314	70.743	1
Lagwan	gravinachadic-Lagwan	lagw1237	Afro-Asiatic	11.5592	14.9884	1
Lahu	lamanisoic-Lahu	lahu1253	Sino-Tibetan	21.2701	100.214	1
Lakkia	idssegmented-lakkia	lakk1238	Tai-Kadai	24.1169	110.106	1
Lambya	tls-Lambya	lamb1272	Atlantic-Congo	-9.49372	33.15852	1
Latgalian	iecor-190	east2282	Indo-European	56.5	27.33	1
Latvian	northeuralex-lav	latv1249	Indo-European	56.83	24.31	1
Lau North	tryonsolomon-launorth	lauu1247	Austronesian	-8.51018	160.872	1
Lándōṛo	polyglottaafricana-II-8	loko1255	Mande	9.11838	-12.1583	1
Lelau	othanieljen-Lelau	leel1242	Atlantic-Congo	9.29	11.16	1
Lelepa	abvdoceanic-Lelepa_1000	lele1267	Austronesian	-17.6042	168.202	1
Lenakel	abvdoceanic-Lenakel_162	lena1238	Austronesian	-19.4763	169.261	1
Lengua	idssegmented-lengua	leng1262	Lengua-Mascoy	-22.6559	-58.9053	1
Levei	abvdoceanic-Levei_71	kheh1237	Austronesian	-2.06626	146.746	1
Lezgian	idssegmented-lezgian	lezg1247	Nakh-Daghestanian	41.5157	47.8951	1
Lḗgba	polyglottaafricana-IV-B-1	lukp1238	Atlantic-Congo	9.51949	1.66954	1
Lihir (Sunglik)	abvdoceanic-LihirSunglik_385	lihi1237	Austronesian	-3.18895	152.606	1
Limilngan	johanssonsoundsymbolic-Limilngan	nucl1327	Limilngan-Wulna	-12.4294	131.845	1
Lithuanian	northeuralex-lit	lith1251	Indo-European	55.14	23.96	1
Liwengi	mitterhoferbena-Liwengi	liwe1234	Atlantic-Congo	-9.58491	35.12116	1
Límba	polyglottaafricana-XII-A-b-4	west2450	Atlantic-Congo	9.52392	-12.3138	1
Lolopo	lamanisoic-Lolopo	lolo1259	Sino-Tibetan	25.50051	101.30185	1
Longgu	tryonsolomon-longgu	long1395	Austronesian	-9.75258	160.663	1
Lope	lamanisoic-Lope	awuu1235	Sino-Tibetan	25.395	103.306	1
Lorediakarkar	abvdoceanic-Lorediakarkar_1049	lore1244	Austronesian	-15.334763	167.166325	1
Lote	barlowlote-lote1237-1	lote1237	Austronesian	-5.95	150.91	1
Loudi	liusinitic-Loudi	loud1234	Sino-Tibetan	27.733333	111.9281883	1
Luganda	tls-Luganda	gand1255	Atlantic-Congo	0.66884	32.15153	1
Lule	chacolanguages-Lule	lule1238		-25.22	-61.89	1
Lule Sami	northeuralex-smj	lule1254	Uralic	67.28	17.81	1
Lumasaaba	tls-Lumasaaba	masa1299	Atlantic-Congo	1.05906	34.2829	1
Luobuohe, Eastern	chenhmongmien-EasternLuobuohe	luop1235	Hmong-Mien	26.63966	107.913354	1
Luowu Nisu	yangyi-LuowuNisu	luqu1238	Sino-Tibetan	24.55990379	101.7955965	1
Luzhai Luzhai	castrozhuang-LuzhaiLuzhai	liuq1235	Tai-Kadai	24.36935	109.746886	1
Mabia	tls-Mabia	mako1251	Atlantic-Congo	-10.9906	39.5133	1
Macedonian	iecor-92	mace1250	Indo-European	42.0	21.43	1
Maghdi	othanieljen-Maghdi	magh1238	Atlantic-Congo	9.29	11.02	1
Magori (South East Papua)	abvdoceanic-MagoriSouthEastPapua_164	mago1248	Austronesian	-10.2321	149.26	1
Mahafaly	servamalagasy-MahafalyEjeda	maha1309	Austronesian	-24.35	44.52	1
Maihiki	huntergatherer-147	orej1242	Tucanoan	-2.86315	-72.4926	1
Maisin	abvdoceanic-Maisin_165	mais1250	Austronesian	-9.22853	148.731	1
Mak	othanieljen-Mak	makn1235	Atlantic-Congo	9.37	11.13	1
Malagasy	wold-Malagasy	plat1254	Austronesian	-20.0	47.0	1
Maleu	abvdoceanic-Maleu_82	male1289	Austronesian	-5.61613	148.445	1
Malgana	bowernpny-Malgana	malg1242	Pama-Nyungan	-26.211	114.245	1
Malgbe	gravinachadic-Malgbe	malg1250	Afro-Asiatic	12.5342	14.8475	1
Malo	tryonsolomon-malo	natu1246	Austronesian	-10.6771	165.835	1
Malua Bay: Coast	vanuatuvoices-Maluabaycoast	malu1245	Austronesian	-15.98334	167.18798	1
Manange	wold-Manange	mana1288	Sino-Tibetan	28.0	84.25	1
Mandara	kraftchadic-Mandara	wand1278	Afro-Asiatic	11.3169	13.8996	1
Mandarin Chinese	wold-MandarinChinese	mand1415	Sino-Tibetan	34.0	110.0	1
Mang Ch	idssegmented-mangch	mang1378	Austroasiatic	21.4305	102.133	1
Mangseng	abvdoceanic-Mangseng_1335	mang1403	Austronesian	-5.89752	150.68	1
Mape	transnewguineaorg-mape	mape1249	Nuclear Trans New Guinea	-6.59318	147.682	1
Maragoli	tls-Maragoli	logo1258	Atlantic-Congo	0.09487	34.729	1
Maram	marrisonnaga-Maram	mara1379	Sino-Tibetan	25.4333	94.15	1
Margany	bowernpny-Margany	marg1253	Pama-Nyungan	-26.789	144.892	1
Matakam	kraftchadic-Matakam	mafa1239	Afro-Asiatic	10.943	13.8181	1
Mathi-Mathi	bowernpny-MathiMathi	madh1244	Pama-Nyungan	-34.5	143.5	1
Matses	blumpanotacana-Matses	mats1244	Pano-Tacanan	-5.73914	-72.6281	1
Mauwake	transnewguineaorg-mauwake	mauw1238	Nuclear Trans New Guinea	-4.52416	145.394	1
Maxakalí	johanssonsoundsymbolic-Maxakali	maxa1247	Nuclear-Macro-Je	-16.9402	-40.7891	1
Maybrat	johanssonsoundsymbolic-Maybrat	maib1239	Maybratic	-1.3679	132.591	1
Mayi-Kulan	bowernpny-MayiKulan	mayi1236	Pama-Nyungan	-18.56	141.46	1
Mayi-Kutuna	bowernpny-MayiKutuna	maya1280	Pama-Nyungan	-18.1147	140.337	1
Mayi-Yapi	bowernpny-MayiYapi	mayi1235	Pama-Nyungan	-19.25	140.61	1
Mámpa	polyglottaafricana-I-D-4	sher1258	Atlantic-Congo	7.77585	-12.7405	1
Márāwi	polyglottaafricana-XI-3	nyan1308	Atlantic-Congo	-14.8047	32.8108	1
Mātátān	polyglottaafricana-XI-5	makh1261	Atlantic-Congo	-11.9553	38.6874	1
Mbaelelea	tryonsolomon-mbaelelea	bael1237	Austronesian	-8.41627	160.721	1
Mbaengguu	tryonsolomon-mbaengguu	baeg1237	Austronesian	-8.49014	160.771	1
Mbaniata	tryonsolomon-mbaniata	touo1238		-8.58405	157.296	1
Mbárīkẹ	polyglottaafricana-XII-E-18	kute1248	Atlantic-Congo	7.07479	10.0916	1
Mbā́mba	polyglottaafricana-X-A-4	teke1275	Atlantic-Congo	-1.61688	14.8664	1
Mbya	tuled-Mbya	mbya1239	Tupian	-26.0188	-52.711	1
Mee	papuanvoices-Mee	ekar1243	Nuclear Trans New Guinea	-3.89	136.02	1
Meixian	beidasinitic-Meixian	yuet1238	Sino-Tibetan	24.3522958	115.8903375	1
Meluri	marrisonnaga-Meluri	poch1243	Sino-Tibetan	25.0667	94.6333	1
Meriam	johanssonsoundsymbolic-Meriam	meri1244	Eastern Trans-Fly	-9.59575	143.773	1
Merina	servamalagasy-MerinaMaevatanana	meri1243	Austronesian	-16.95	46.83	1
Meru	tls-Meru	meru1245	Atlantic-Congo	0.26484	37.7396	1
Mẹ́nde	polyglottaafricana-II-9	mend1266	Mande	7.90935	-10.9926	1
Mikir	marrisonnaga-Mikir	karb1241	Sino-Tibetan	25.735084	93.050494	1
Minhe	robbeetstriangulation-Minhe	minh1238	Mongolic-Khitan	36.2	102.51	1
Miya	kraftchadic-Miya	miya1266	Afro-Asiatic	10.9234	9.71505	1
Miyako	hattorijaponic-Miyako	miya1259	Japonic	24.7564	125.363	1
Miyako Irabu	robbeetstriangulation-MiyakoIrabu	irab1238	Japonic	24.5	125.09	1
Mkaang	sohartmannchin-Mkaang	lamk1238	Sino-Tibetan	24.1523	94.2706	1
Modern Hebrew	northeuralex-heb	hebr1245	Afro-Asiatic	31.11	35.02	1
Moghol	robbeetstriangulation-Moghol	mogh1245	Mongolic-Khitan	34.25	62.28	1
Moloko	gravinachadic-Moloko	molo1266	Afro-Asiatic	10.7933	14.2521	1
Mombo	heathdogon-Mombo	momb1254	Dogon	14.4	-3.7	1
Mono	tryonsolomon-mono	mono1273	Austronesian	-7.05102	155.76	1
Monpa Changprong	abrahammonpa-MonpaChangprong	dakp1242	Sino-Tibetan	27.578928	91.876393	1
Monpa Dirang	abrahammonpa-MonpaDirang	tsha1245	Sino-Tibetan	27.34959	92.27914	1
Moo	othanieljen-Moo	mooo1239	Atlantic-Congo	9.44	11.2	1
Moskona	johanssonsoundsymbolic-Moskona	mosk1236	East Bird's Head	-1.62201	133.145	1
Mountain Koiari	transnewguineaorg-mountain-koiari	moun1252	Koiarian	-9.06973	147.384	1
Mọ̄́se	polyglottaafricana-IV-A-1	moss1236	Atlantic-Congo	11.95	-1.32	1
Mser	gravinachadic-Mser	mser1242	Afro-Asiatic	11.9765	15.0373	1
Muinane	hubercolumbian-Muinane	muin1242	Boran	-0.8652	-72.4249	1
Mukuni-March	sawkatokaleya-MukuniMarch	lenj1248	Atlantic-Congo	-17.905369	25.937401	1
Mulaha	transnewguineaorg-mulaha	mula1254	Kwalean	-9.68333	147.45	1
Mulam	idssegmented-mulam	mula1253	Tai-Kadai	24.8151	108.928	1
Murik (Karau Dialect)	transnewguineaorg-angoram-karau	muri1260	Lower Sepik	-3.86959	144.166	1
Musar	transnewguineaorg-musar	musa1265	Nuclear Trans New Guinea	-4.70258	145.413	1
Musukotwani	sawkatokaleya-Musukotwani	musu1242	Atlantic-Congo	-17.615317	25.883419	1
Mutsun	huntergatherer-20	muts1243	Miwok-Costanoan	36.84721	-121.44911	1
Mutu	abvdoceanic-Mutu_1358	mutu1242	Austronesian	-5.79405	148.014	1
Mwulyen	kraftchadic-Mwulyen	bata1314	Afro-Asiatic	9.68091	12.677	1
Na:ti (Windua)	abvdoceanic-NatiWindua_1229	nati1244	Austronesian	-16.468709	167.496054	1
Nabak	transnewguineaorg-nabak	naba1256	Nuclear Trans New Guinea	-6.42709	146.966	1
Nahavaq	abvdoceanic-Nahavaq_453	sout2857	Austronesian	-16.5116	167.477	1
Nahuatl (Sierra de Zacapoaxtla variety)	idssegmented-nahuatlsierradezacapoaxtlavariety	high1278	Uto-Aztecan	20.1554	-97.5556	1
Najamba	heathdogon-Najamba	bond1248	Dogon	14.98333333	-3.033333333	1
Nakame (Munguleng Dialect)	transnewguineaorg-nakame-munguleng	naka1264	Nuclear Trans New Guinea	-6.41424	146.782	1
Nake	transnewguineaorg-nake	nake1240	Nuclear Trans New Guinea	-5.09087	145.655	1
Nama	johanssonsoundsymbolic-Nama	nama1264	Khoe-Kwadi	-25.0747	17.9767	1
Namakir: Sangava	vanuatuvoices-Namakirsangava	nama1268	Austronesian	-17.070778072932043	168.38403852307852	1
Nancawri	peirosaustroasiatic-Nancawri	nanc1247	Austroasiatic	7.94812	93.39208	1
Nanchang	beidasinitic-Nanchang	nanc1254	Sino-Tibetan	28.706609	115.857468	1
Nanggu	tryonsolomon-nanggu	nang1262	Austronesian	-10.7441	165.887	1
Nanjing	liusinitic-Nanjing	nanj1234	Sino-Tibetan	32.0989607	118.4575646	1
Naso	yangyi-Naso	wume1235	Sino-Tibetan	26.89835528	102.9271427	1
Nasvang: Big Island	vanuatuvoices-Nasvangbigisland	navw1234	Austronesian	-16.44294	167.67644	1
Nata	tls-Nata	ikom1245	Atlantic-Congo	-1.94989	34.5361	1
Navajo	kesslersignificance-Navajo	nava1243	Athabaskan-Eyak-Tlingit	36.33	-109.38	1
Nazimabad (Upper Sust) 	backstromnorthernpakistan-NazimabadUpperSust	hunz1248	Burushaski	36.6717915	74.8337469	1
Nengone	abvdoceanic-Nengone_99	neng1238	Austronesian	-21.5305	167.964	1
Nese	vanuatuvoices-Nese	nese1235	Austronesian	-15.9305	167.17653	1
Ng'ga Kant-thayung	chindialectsurvey-NggaKantthayung-A	munc1235	Sino-Tibetan	21.2	94.016667	1
Ngamo	kraftchadic-Ngamo	ngam1282	Afro-Asiatic	12.0048	11.2108	1
Ngandi	huntergatherer-219	ngan1295	Gunwinyguan	-12.8448	134.649	1
Ngarinyin	johanssonsoundsymbolic-Ngarinyin	ngar1284	Worrorran	-16.4006	126.433	1
Ngawun	bowernpny-Ngawun	ngaw1240	Pama-Nyungan	-19.4484	141.471	1
Ngizim	kraftchadic-Ngizim	ngiz1242	Afro-Asiatic	12.1051	11.0178	1
Ngoreme	tls-Ngoreme	ngur1263	Atlantic-Congo	-1.8485	34.6173	1
Nguungulu	tls-Nguungulu	ngul1246	Atlantic-Congo	-5.79734	37.6823	1
Ngwaxi	kraftchadic-Ngwaxi	nggw1242	Afro-Asiatic	10.6058	12.9234	1
Ngyaltsu Zbu	lairgyalrong-NgyaltsuZbu	zbua1234	Sino-Tibetan	32.146564	101.735946	1
Ngäbere	constenlachibchan-Ngabere	ngab1239	Chibchan	8.83	-82.39	1
Nhanta	bowernpny-Nhanta	nhan1238	Pama-Nyungan	-27.42523643	114.2680442	1
Niskwalli	tolmiebritishcolumbia-Niskwalli-Sinahomish	lush1252	Salishan	47.9688	-122.4076	1
Nombotkote (Usus - Melkin)	abvdoceanic-NombotkoteUsusMelkin_1230	lete1241	Austronesian	-16.4339	167.566	1
North Highland Mixe	wichmannmixezoquean-NorthHighlandMixe	toto1305	Mixe-Zoque	17.2157	-96.0179	1
NorthAltai	robbeetstriangulation-NorthAltai	sout2694	Turkic	50.9	88.07	1
Northern Haida	idssegmented-northernhaida	nort2938	Haida	54.004532	-132.079257	1
Northern Paiute	huntergatherer-11	nort2954	Uto-Aztecan	40.0799	-119.536	1
Northern Yukaghir	northeuralex-ykg	nort2745	Yukaghir	69.0	155.0	1
Nosy Boraha	servamalagasy-NosyBorahaAmbodifotatra	nort2890	Austronesian	-17.0	49.85	1
Nruanghmei	marrisonnaga-Nruanghmei	rong1266	Sino-Tibetan	25.0	93.05	1
Ntenyi	marrisonnaga-Ntenyi	nort2725	Sino-Tibetan	25.9833	94.0333	1
Nuk (Tamben Dialect)	transnewguineaorg-nuk-tamben	nukk1240	Nuclear Trans New Guinea	-6.40741	146.875	1
Nume	abvdoceanic-Nume_1172	nume1241	Austronesian	-14.230149	167.593474	1
Nung-Lazhai	idssegmented-nunglazhai	guib1244	Tai-Kadai	24.3	106.2	1
Nung-Ninbei	idssegmented-nungninbei	nung1283	Tai-Kadai	20.8965	104.286	1
Nyaheun	sidwellbahnaric-nyaheun	nyah1249	Austroasiatic	15.1034	106.543	1
Nyangumarta	huntergatherer-193	nyan1301	Pama-Nyungan	-20.6271	121.391	1
Nyelâyu (Belep Dialect)	abvdoceanic-NyelayuBelepDialect_1480	nyal1254	Austronesian	-19.72	163.66	1
Nyikina	huntergatherer-177	nyig1240	Nyulnyulan	-17.9594	124.348	1
Nyindrou	abvdoceanic-Nyindrou_1393	nyin1250	Austronesian	-2.1143	146.627	1
Nyiramba	tls-Nyiramba	nila1242	Atlantic-Congo	-4.50002	34.3068	1
Nyungar	bowernpny-Nyungar	nyun1247	Pama-Nyungan	-33.1199	118.151	1
N·góāla	polyglottaafricana-IX-A-9	bang1356	Atlantic-Congo	6.0125	10.667	1
N·kẹ́lẹ	polyglottaafricana-XII-E-16	ngom1270	Atlantic-Congo	0.882925	14.1345	1
N·kī́	polyglottaafricana-XII-E-8	boky1238	Atlantic-Congo	6.10475	9.05875	1
Okinawa Shuri	robbeetstriangulation-OkinawaShuri	shur1243	Japonic	26.12	127.4	1
Old Church Slavonic	idssegmented-oldchurchslavonic	chur1257	Indo-European	43.7171	22.8442	1
OldTurkic	robbeetstriangulation-OldTurkic	oldu1238	Turkic	50.32	137.85	1
Oluta Popoluca	wichmannmixezoquean-OlutaPopoluca	olut1240	Mixe-Zoque	17.8937	-94.8863	1
Ongota	johanssonsoundsymbolic-Ongota	bira1253		5.29807	37.025	1
Ono	transnewguineaorg-ono	onoo1246	Nuclear Trans New Guinea	-6.19223	147.579	1
Ontong Java	tryonsolomon-ontongjava	onto1237	Austronesian	-5.49029	159.701	1
Orokaiva (Sose Dialect)	transnewguineaorg-orokaiva-sose	orok1269	Nuclear Trans New Guinea	-8.79019	148.09	1
Orya	transnewguineaorg-orya	orya1242	Tor-Orya	-2.76483	139.89	1
Ossetic: Digor	iecor-125	digo1242	Indo-European	43.16	44.16	1
Ouldeme	gravinachadic-Ouldeme	wuzl1236	Afro-Asiatic	10.955	14.1378	1
Ókulōma	polyglottaafricana-V-C-1	izon1238	Ijoid	5.17986	5.51702	1
Ọ́kām	polyglottaafricana-XII-E-6	cros1244	Atlantic-Congo	6.16926	8.23592	1
Pali	iecor-162	pali1273	Indo-European	23.18	75.78	1
Pallanganmiddang	bowernpny-Pallanganmiddang	pall1243	Pama-Nyungan	-36.08	146.91	1
Palula	iecor-219	ashr1238	Indo-European	35.434	71.751	1
Pamosu	transnewguineaorg-pamosu	pamo1253	Nuclear Trans New Guinea	-4.69874	145.288	1
Pandong	castrosui-Pandong	pand1262	Tai-Kadai	26.06349	107.693696	1
Panim	transnewguineaorg-panim	pani1258	Nuclear Trans New Guinea	-5.21388	145.752	1
Pan·gẹ̄́la	polyglottaafricana-X-C-2	umbu1257	Atlantic-Congo	-12.4763	14.4148	1
Parakana	tuled-Parakana	para1312	Tupian	-4.64681	-50.0621	1
Parawen	transnewguineaorg-parawen	para1307	Nuclear Trans New Guinea	-5.0112	145.418	1
Parintintin	tuled-Parintintin	tenh1241	Tupian	-7.92626	-61.936	1
Pashto	iecor-292	yusu1238	Indo-European	34.12	72.46	1
Payungu	bowernpny-Payungu	bayu1240	Pama-Nyungan	-23.3809	114.108	1
Pele-Ata	johanssonsoundsymbolic-PeleAta	pele1245		-5.58045	151.05	1
Pengbuxi Minyag	lairgyalrong-PengbuxiMinyag	west2417	Sino-Tibetan	29.762152	101.53514	1
Phon	mannburmish-Phon	hpon1238	Sino-Tibetan	25.3248194	97.3544031	1
Phuza	yangyi-Phuzaypz	phuz1235	Sino-Tibetan	23.253698	103.332621	1
Piaroa	huntergatherer-130	piar1243	Saliban	4.41805	-67.7574	1
Pimbwe	tls-Pimbwe	pimb1238	Atlantic-Congo	-6.81358	31.4289	1
Pipil	utoaztecan-Pipil	pipi1250	Uto-Aztecan	13.8931	-89.443	1
Playero	hubercolumbian-Playero	play1240	Guahiboan	6.90948	-71.0036	1
Polonombauk	abvdoceanic-Polonombauk_1151	polo1242	Austronesian	-15.4653	167.09	1
Port Sandwich: Merivar	vanuatuvoices-Portsandwichmerivar	port1285	Austronesian	-16.428	167.808	1
Port Vato	abvdoceanic-PortVato_1128	port1286	Austronesian	-16.3083	168.046	1
Provençal_Occitan	saenkoromance-provencaloccitan	prov1235	Indo-European	44.0	6.0	1
Pubarong Queyu	lairgyalrong-PubarongQueyu	quey1238	Sino-Tibetan	30.222522	100.778441	1
Puinave	idssegmented-puinave	puin1248		3.92974	-67.6886	1
Pusing	idssegmented-pusing	bitt1240	Austroasiatic	21.3474	101.916	1
Pyu	transnewguineaorg-pyu	pyuu1245		-4.45003	141.018	1
Qau Kelao	idssegmented-qaukelao	qaua1234	Tai-Kadai	26.155438	106.16455	1
Rahung	bodtkhobwa-Rahung	rahu1234	Sino-Tibetan	27.310778	92.395028	1
Ravennate_Romagnol	saenkoromance-ravennateromagnol	roma1328	Indo-European	44.2349	11.7189	1
Rawngtu Weilong	chindialectsurvey-RawngtuWeilong-A	ngal1291	Sino-Tibetan	21.366667	93.983333	1
Rengma	marrisonnaga-Rengma	sout2732	Sino-Tibetan	25.0667	94.6333	1
Reo Ra'ivavae	walworthpolynesian-Raivavae	raiv1237	Austronesian	-23.86742	-147.6551	1
Romani	idssegmented-romani	vlax1238	Indo-European	46.09	18.16	1
Rukai (Budai F69)	abvdphilippines-272	ruka1240	Austronesian	22.7738	120.844	1
Rundi	tls-Rundi	rund1242	Atlantic-Congo	-2.94	29.97	1
Runga-Kibet	johanssonsoundsymbolic-RungaKibet	rung1258	Maban	9.7154	20.9945	1
Runyankore	tls-Runyankore	nyan1307	Atlantic-Congo	-0.46364	30.548	1
Rusyn	iecor-249	rusy1239	Indo-European	48.67	23.6	1
Sa'a (2)	tryonsolomon-saa2	saaa1240	Austronesian	-9.60258	161.467	1
Sahu	transnewguineaorg-sahu	sahu1245	North Halmahera	1.00742	127.493	1
Saipan Carolinian	abvdoceanic-SaipanCarolinian_338	caro1242	Austronesian	15.205	145.765	1
Sakha	wold-Sakha	yaku1245	Turkic	62.0	130.0	1
Salar	robbeetstriangulation-Salar	sala1264	Turkic	35.55	102.82	1
Saliba	abvdoceanic-Saliba_404	sali1295	Austronesian	-10.6148	150.727	1
Sambaa	tls-Sambaa	sham1280	Atlantic-Congo	-4.8	38.29	1
Samberigi	transnewguineaorg-samberigi	samb1321	Nuclear Trans New Guinea	-6.7028	143.951	1
Samosa	transnewguineaorg-samosa	samo1306	Nuclear Trans New Guinea	-5.01391	145.537	1
Samu	lamanisoic-Samu	sama1295	Sino-Tibetan	25.012	102.2	1
San Juan Pueblo Tewa	utoaztecan-SanJuanPuebloTewa	sanj1276	Kiowa-Tanoan	36.0542	-106.0703	1
SanAndresChicahuaxtlaTriqui	mixtecansubgrouping-SanAndresChicahuaxtlaTriqui	chic1273	Otomanguean	17.15612	-97.84007	1
Sanapaná (Angaité dialect)	idssegmented-sanapanaangaitedialect	anga1316	Lengua-Mascoy	-22.85	-58.45	1
Sanapaná (Enlhet dialect)	idssegmented-sanapanaenlhetdialect	sana1298	Lengua-Mascoy	-22.49	-58.38	1
Sandawe	johanssonsoundsymbolic-Sandawe	sand1273		-5.26918	35.4808	1
Sandong	castrosui-ShuigenCentralSandong	sand1270	Tai-Kadai	25.724479	107.92172	1
Saniyo-Hiyewe	transnewguineaorg-saniyo-hiyewe	sani1270	Sepik	-4.4376	142.369	1
Sanni (Sanie)	yangyi-SanniSanie	sani1265	Sino-Tibetan	25.04887917	102.6362707	1
Sara Kaba Naa	johanssonsoundsymbolic-SaraKabaNaa	sara1321	Central Sudanic	9.39388	19.2566	1
Satawalese	abvdoceanic-Satawalese_343	sata1237	Austronesian	7.36084	147.038	1
Sárār	polyglottaafricana-I-B-2	mand1419	Atlantic-Congo	12.829	-15.9217	1
Saṇu-viri: Wâmâ	iecor-317	ashk1246	Indo-European	35.124	70.751	1
Secoya	hubercolumbian-Secoya	seco1241	Tucanoan	-0.459785	-75.5547	1
Seimat	abvdoceanic-Seimat_121	seim1238	Austronesian	-1.2666667	144.25	1
Selish	tolmiebritishcolumbia-Selish-Kullespelm	kali1308	Salishan	49.0194	-117.4528	1
Selkup	idssegmented-selkup	selk1253	Uralic	59.9409	82.3004	1
Sentani	johanssonsoundsymbolic-Sentani	nucl1632	Sentanic	-2.6013	140.512	1
Sewa	abvdoceanic-Sewa_1454	sewa1251	Austronesian	-10.0277	150.956	1
Shahaptani	tolmiebritishcolumbia-Shahaptani-Whulwhaipum	klik1240	Sahaptian	46.1427	-121.6173	1
Shakacho	johanssonsoundsymbolic-Shakacho	shek1244	Ta-Ne-Omotic	7.27424	35.3922	1
Shan (Northern Shan dialect)	idssegmented-shannorthernshandialect	shan1277	Tai-Kadai	21.5995	98.0342	1
Shark Bay	abvdoceanic-SharkBay_1174	shar1244	Austronesian	-15.255284	167.138859	1
Shergaon	bodtkhobwa-Shergaon	sher1261	Sino-Tibetan	27.105018	92.272133	1
Shom Peng	johanssonsoundsymbolic-ShomPeng	shom1245		7.02099	93.8064	1
Shor	robbeetstriangulation-Shor	shor1247	Turkic	52.33	88.43	1
Sihan	transnewguineaorg-sihan	siha1245	Nuclear Trans New Guinea	-5.28029	145.574	1
Silucian Onak: Mangalava	vanuatuvoices-Mangalava	paam1238	Austronesian	-16.685417	168.2738	1
Sinauna	abvdphilippines-686	remo1247	Austronesian	14.6254	121.453	1
Sinitic_Beijing	sagartst-Beijing	beij1235	Sino-Tibetan	39.909056	116.397422	1
Sinitic_Jieyang	sagartst-Jieyang	chao1239	Sino-Tibetan	23.551122	116.373013	1
Siona	idssegmented-siona	sion1247	Tucanoan	0.31733	-76.0237	1
Sobei	abvdoceanic-Sobei_126	sobe1238	Austronesian	-1.86998	138.75	1
Sodi	yangyi-Sodi	huil1243	Sino-Tibetan	26.65502606	102.2446829	1
Sonjo	tls-Sonjo	temi1247	Atlantic-Congo	-2.19303	35.8035	1
